course_code, subject_name, credits_registered, credits_earned, grade, grade_point, result_id, new_grade
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, B, 8.56, 3460, A
CV41, STRUCTURAL ANALYSIS - I, 4, 4, A, 8.9, 1863, A
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 3, B, 8, 474, A
TC43, MICOELECTRONICS, 4, 4, C, 7.58, 2095, B
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, A, 8.95, 3548, A
EEPE01, RENEWABLE ENERGY SOURCES, 3, 3, A, 9.96, 1096, S
EE602L, POWER ELECTRONICS LAB, 1, 1, S, 10, 1086, S+
IS523, INTELLECTUAL PROPERTY RIGHTS, 2, 2, B, 8.29, 37, A
BT45, ENZYME TECHNOLOGY, 4, 4, S, 10, 2246, S+
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 0, F, 0, 1855, F
ME43, APPLIED THERMODYNAMICS, 4, 4, B, 8.96, 2044, A
IS514L, OPERATING SYSTEM LAB, 1, 1, S, 10, 123, S+
ME45, FLUID MECHANICS, 4, 4, S, 10, 2000, S+
EC42, LINEAR INTEGRATED CIRCUITS, 4, 0, X, 0, 1644, F
ME44, KINEMATICS OF MACHINES, 4, 4, A, 9, 2017, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 9.44, 3386, S
ME601, MACHINE DEISGN - II, 4, 4, C, 6.7, 746, C
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, A, 9.33, 3351, S
EC802, EMBEDDED SYSTEM DESIGN, 4, 4, A, 8.03, 4125, A
ME803, PROJECT WORK, 12, 12, S, 9.12, 4534, S
ME462, MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, B, 7.3, 2083, B
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 2900, F
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 0, F, 0, 1931, F
IMOE02, PROJECT MANAGEMENT, 3, 3, B, 8, 4558, A
CH461, INSTRUMENTAL METHODS OF ANALYSIS, 3, 3, E, 4.33, 2141, E
EE201, BASIC ELECTRICAL ENGINEERING, 4, 0, NE, 0, 2808, F
CS1563, COMPUTER SECURITY, 4, 4, A, 8.47, 228, A
ML603, BIO-MEDICAL SIGNAL PROCESSING, 4, 4, C, 6.75, 1103, C
ML41, ENGINEERING MATHEMATICS-IV, 4, 4, C, 7, 2359, B
EC43, CONTROL SYSTEMS, 4, 4, C, 6.22, 1726, C
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, B, 7.29, 4544, B
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, B, 8, 2620, A
ME-PE03, THEORY OF ELASTICITY, 3, 3, B, 7.17, 861, B
ISMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9.37, 1561, S
AR608, WORKING DRAWING, 1, 1, A, 9.47, 1244, S
EC602L, VLSI LAB, 1, 0, NE, 0, 4109, F
EC601, DIGITAL COMMUNICATION, 4, 4, C, 7, 438, B
ME603L, FINITE ELEMENT ANALYSIS LABORATORY, 1, 1, S, 10, 742, S+
PHY201, ENGINEERING PHYSICS, 4, 4, S+, 0, 3106, F
IS82IN, INTERNSHIP, 4, 4, S, 10, 3947, S+
MLPE12, LASERS IN MEDICINE, 3, 3, C, 6.57, 1107, C
IS52A3, SYSTEM SOFTWARE, 4, 4, A, 8.14, 36, A
IS631, SYSTEM SOFTWARE, 4, 4, A, 9, 376, S
EC201, BASIC ELECTRONICS, 4, 4, E, 3.06, 3541, F
TCE06(N), NEURAL NETWORKS & FUZZY LOGIC, 4, 4, A, 8.87, 4579, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, S, 10, 2804, S+
IS512L, MICROPROCESSORS LAB, 1, 1, B, 8, 88, A
AR402, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY IV, 4, 4, S, 10, 2423, S+
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 10, 2664, S+
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2673, F
ECPE25, MACHINE LEARNING, 4, 4, A, 9, 420, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, C, 7.13, 3299, B
ME602, MANUFACTURING PROCESS - III, 3, 3, B, 8.58, 784, A
EI602, ADVANCED CONTROL SYSTEM, 4, 4, A, 8.18, 1181, A
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, C, 7, 2963, B
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, D, 4.41, 3186, E
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S+, 0, 3106, F
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, A, 9, 3580, S
CV802, PROJECT WORK, 12, 12, A, 9, 4252, S
IS633L, PROJECT BASED LEARNING, 2, 2, A, 8.41, 291, A
EI923, DIGITAL IMAGE PROCESSING, 4, 4, C, 7.63, 1190, B
CS1541, COMPUTER ORGANIZATION, 4, 4, C, 6.58, 219, C
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 3310, F
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, A, 8.56, 856, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2527, F
CH42, MASS TRANSFER - I, 4, 4, C, 6.03, 2143, C
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 0, NE, 0, 3475, F
IS435L, MICROPROCESSORS LAB, 1, 1, S, 9.35, 1510, S
EIL48, INDUSTRIAL INSTRUMENTATION-I LAB, 1, 1, C, 7, 2382, B
TCE11, OPERATING SYSTEMS, 4, 4, B, 8, 882, A
EEPE43, HIGH VOLTAGE ENGINEERING, 3, 3, B, 7.72, 1080, B
AR405, ARCHITECTURAL STRUCTURES IV, 3, 3, A, 8.13, 2457, A
MEPE30, OPERATIONS  MANAGEMENT, 3, 3, A, 9.18, 752, S
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, C, 7, 1796, B
IM802, PROJECT WORK, 14, 14, S, 9.98, 4089, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, E, 3.58, 2727, F
IS633L, PROJECT BASED LEARNING, 2, 2, A, 8.78, 344, A
BTL47, MOLECULAR BIOLOGY LAB, 1, 1, S, 9.91, 2234, S
ML44, COMMUNICATION ENGINEERING, 3, 3, B, 7.51, 2325, B
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, S, 9.75, 3316, S
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 2967, S+
IS62B2, DISTRIBUTED STORAGE TECHNOLOGIES, 4, 4, A, 9.14, 310, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, C, 7.06, 3274, B
BT604, GENOMICS & PROTEOMICS, 4, 4, A, 9, 1037, S
ML46-2, MICROCONTROLLER -MSP430, 4, 4, B, 7.81, 2319, B
CHY201, ENGINEERING CHEMISTRY, 4, 0, NE, 0, 2639, F
ME43, APPLIED THERMODYNAMICS, 4, 4, C, 6.13, 1929, C
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S+, 0, 3111, F
EC462, HARDWARE DESCRPITION LANGUAGE, 3, 3, C, 6.37, 1723, C
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, B, 8.15, 1454, A
CS1544, DATA COMMUNICATION, 4, 4, B, 8.12, 1334, A
CS1561, COMPLIER DESIGN, 4, 4, A, 9, 224, S
EEL48, ELECTRICAL MACHINES-I LAB., 1, 1, A, 8.6, 2260, A
ME45, FLUID MECHANICS, 4, 4, B, 7.81, 2081, B
AR405, ARCHITECTURAL STRUCTURES IV, 3, 0, X, 0, 2446, F
EE603, MODERN CONTROL THEORY, 4, 4, A, 9.12, 1087, S
EC201, BASIC ELECTRONICS, 4, 4, B, 8, 3634, A
EI42, SIGNAL PROCESSING, 4, 4, E, 3.06, 2398, F
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, B, 7.81, 3005, B
IS515, SOFTWARE ENGINEERING, 4, 4, B, 7.63, 123, B
CSL201, FUNDAMENTALS OF COMPUTING LAB, 0, 0, W, 0, 2793, F
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, A, 9, 4538, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, X, 0, 3337, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 0, F, 0, 3618, F
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 3362, F
EC201, BASIC ELECTRONICS, 4, 4, S, 10, 3369, S+
ME42, MANUFACTURING PROCESS II, 4, 4, C, 7.72, 1954, B
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 2678, S+
CH41, ENGINEERING MATHEMATICS-IV, 4, 0, NE, 0, 984, F
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, B, 7.75, 2922, B
AR203, ARCHITECTURAL GRAPHICS II, 3, 3, S, 10, 3691, S+
EC602L, VLSI LAB, 1, 1, D, 5, 4104, D
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 9.31, 3401, S
ME45, FLUID MECHANICS, 4, 4, A, 9, 1973, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, F, 0, 3317, F
EEPE43, HIGH VOLTAGE ENGINEERING, 3, 3, E, 4, 1074, E
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, S+, 0, 3254, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S+, 0, 3278, F
ECL48, MICROPROCESSOR LAB, 1, 1, C, 7, 1702, B
MEPE30, OPERATIONS  MANAGEMENT, 3, 3, A, 8.89, 773, A
EC201, BASIC ELECTRONICS, 4, 4, S, 10, 2602, S+
CHL601, CHEMICAL REACTION ENGINEERING LABORATORY, 2, 2, A, 9.39, 945, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2729, F
ME48L, MANUFACTURING PROCESS LABORATORY - I, 1, 1, A, 9, 1964, S
CVPE841, DESIGN OF EARTHQUAKE RESISTANT STRUCTURES, 4, 4, B, 8, 4364, A
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 10, 3453, S+
CHPE025, OPERATIONS RESEARCH, 3, 3, A, 8.71, 961, A
MLL48, LINEAR INTEGRATED CIRCUITS LAB, 1, 1, A, 8.89, 2353, A
ME803, PROJECT WORK, 12, 12, S, 9.8, 4558, S
AR805, CONSTITUTIONAL LAW, 1, 1, A, 9.21, 4883, S
CV607L, DETAILING OF RC AND STEEL STRUCTURAL ELEMENTS, 2, 2, B, 8, 665, A
EI604, DESIGN OF  EMBEDDED INSTRUMENTATION SYSTEM, 3, 3, A, 9.29, 1170, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, C, 6.72, 3158, C
EC804, PROJECT WORK - II, 14, 14, A, 8.25, 4113, A
ECL47, SIGNALS AND CONTROLS LAB, 1, 1, A, 9.78, 1748, S
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 0, X, 0, 828, F
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, F, 0, 3275, F
CS1563, COMPUTER SECURITY, 4, 4, B, 7.08, 183, B
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, A, 8.3, 852, A
EE41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9, 2293, S
IMSC461, THEORY OF MACHINES, 3, 3, B, 8.7, 1586, A
MEPE21, SOLAR ENERGY, 3, 0, X, 0, 719, F
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2633, F
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 2824, F
EE603, MODERN CONTROL THEORY, 4, 4, A, 9.31, 1055, S
ME44, KINEMATICS OF MACHINES, 4, 4, C, 6.53, 2073, C
IS414, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, C, 7, 1515, B
CSL1542, ALGORITHMS LABORATORY, 1, 1, B, 7, 1404, B
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 9.38, 2937, S
ME43, APPLIED THERMODYNAMICS, 4, 4, B, 7.84, 1960, B
CV608L, ENVIRONMENTAL ENGINEERING LABORATORY, 2, 2, A, 9, 585, S
IS442, DATA COMMUNICATION, 4, 4, A, 8.19, 1519, A
MEPE30, OPERATIONS  MANAGEMENT, 3, 3, B, 8, 733, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 3159, F
IS624L, JAVA AND J2EE LAB, 1, 1, S, 9.82, 316, S
TC601, DIGITAL COMMUNICATION, 4, 4, C, 7, 915, B
EE201, BASIC ELECTRICAL ENGINEERING, 4, 0, NE, 0, 1968, F
CS1561, COMPLIER DESIGN, 4, 4, A, 9.5, 241, S
MEOE06, NON-CONVENTIONAL ENERGY SOURCES, 3, 3, A, 9.39, 4366, S
EC42, LINEAR INTEGRATED CIRCUITS, 4, 4, C, 7.43, 1636, B
CH603, BIOCHEMICAL ENGINEERING, 3, 3, A, 8.85, 965, A
AR401, ARCHITECTURAL DESIGN III, 7, 7, B, 8, 2428, A
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 0, F, 0, 1542, F
CV601, GEOTECHNICAL ENGINEERING -II, 0, 0, W, 0, 570, F
CV803, SEMINAR, 1, 1, S, 10, 4242, S+
CHL47, HEAT TRANSFER LABORATORY, 1, 1, A, 8.34, 2151, A
IS433, SOFTWARE ENGINEERING, 3, 3, B, 7.94, 1455, B
CH804, SEMINAR, 1, 1, A, 9, 4653, S
ME802, SEMINAR / INDUSTRIAL TRAINING, 1, 1, S, 10, 4546, S+
IS512, MICROPROCESSORS, 4, 4, A, 9.35, 35, S
AL201, ENGINEERING DESIGN, 2, 2, S, 9.92, 2902, S
ME604, PROFESSIONAL ETHICS, 2, 2, A, 9.39, 738, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 9.98, 2635, S
EI45, CONTROL SYSTEMS, 4, 4, B, 8, 2370, A
AR803, IPR & ETHICS, 1, 1, A, 8, 4858, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 9.99, 3278, S
ECPE07, IMAGE PROCESSING, 4, 4, B, 8, 504, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 0, F, 0, 3491, F
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 0, X, 0, 1871, F
CS1563, COMPUTER SECURITY, 4, 0, F, 0, 278, F
CV802, PROJECT WORK, 12, 12, A, 9.55, 4242, S
EC601, DIGITAL COMMUNICATION, 4, 4, B, 8.25, 472, A
EC602L, VLSI LAB, 0, 0, W, 0, 4132, F
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, S, 9.54, 3452, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, A, 8.18, 2823, A
ME803, PROJECT WORK, 12, 12, S, 10, 4442, S+
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, B, 7.59, 3225, B
EE802, "ENTREPRENEURSHIP MANAGEMENT & ECONOMICS", 2, 2, B, 7.97, 4789, B
BTL47, MOLECULAR BIOLOGY LAB, 1, 1, S, 9.18, 2203, S
AR407, COMPUTERS IN ARCHITECTURE III, 2, 2, A, 9, 2495, S
EC45, SIGNALS AND SYSTEMS, 4, 4, B, 8.45, 1711, A
CVOE01, AIR POLLUTION & CONTROL, 3, 3, B, 8.33, 4513, A
PHY201, ENGINEERING PHYSICS, 4, 0, NE, 0, 3052, F
EI603, INDUSTRIAL DATA NETWORKS, 4, 4, B, 8.48, 1170, A
ML603, BIO-MEDICAL SIGNAL PROCESSING, 4, 0, X, 0, 1132, F
EC604, ANTENNAS AND PROPAGATION, 3, 3, B, 7.52, 445, B
EC801, OPTICAL FIBER COMMUNICATION, 3, 3, B, 8, 4186, A
CSPE12, SOFTWARE DEFINED NETWORKS, 4, 4, B, 7.21, 180, B
CHYOE01, CORROSION CONTROL AND MONITORING, 3, 3, S, 10, 4658, S+
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9.42, 1365, S
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S, 10, 2972, S+
MEPE08, NANO TECHNOLOGY, 3, 3, B, 8.54, 4379, A
MAT201, ENGINEERING MATHEMATICS-II, 0, 0, W, 0, 3393, F
CH45, CHEMICAL REACTION ENGINEERING-I, 4, 4, A, 9.38, 2182, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 3556, S+
CH801, ECONOMICS AND ENTREPRENEURSHIP, 4, 4, B, 8, 4673, A
CSL1543, MICROPROCESSORS  AND CO LABORATORY, 2, 2, S, 10, 1327, S+
IS631, SYSTEM SOFTWARE, 4, 4, A, 9.18, 338, S
CSPE16, ARTIFICIAL INTELLIGENCE, 4, 0, F, 0, 278, F
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, F, 0, 3143, F
AR606, BUILDING SERVICES IV, 3, 3, A, 9, 1236, S
ML601, DIAGNOSTIC AND THERAPEUTIC EQUIPMENT, 4, 4, A, 9, 1138, S
CV803, SEMINAR, 1, 1, S, 10, 4317, S+
BT43, BIOCHEMICAL THERMODYNAMICS, 4, 4, S, 10, 2232, S+
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 9.84, 2573, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, X, 0, 3448, F
IS414, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, A, 9.76, 1535, S
CVOE01, AIR POLLUTION & CONTROL, 3, 3, B, 8.42, 4495, A
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, B, 8, 3547, A
CS812, PROJECT, 18, 18, S, 10, 3833, S+
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, F, 0, 3244, F
MEPE18, SMART MATERIALS, 3, 3, A, 9.42, 4500, S
IS523, INTELLECTUAL PROPERTY RIGHTS, 2, 2, B, 7.67, 123, B
PHY201, ENGINEERING PHYSICS, 4, 4, A, 9, 3259, S
ML602, MEDICAL IMAGE PROCESSING, 4, 4, B, 8, 1144, A
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9, 1916, S
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, B, 7.93, 4698, B
MEL203, WORKSHOP PRACTICE, 2, 2, S, 9.19, 3659, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 10, 3299, S+
EEPE01, RENEWABLE ENERGY SOURCES, 3, 3, S, 9.96, 1041, S
CSL1542, ALGORITHMS LABORATORY, 1, 1, S, 10, 207, S+
AR202, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY II, 4, 4, A, 9, 3697, S
ME44, KINEMATICS OF MACHINES, 4, 4, A, 8.22, 1957, A
ME601L, MACHINE DESIGN  LABORATORY, 1, 1, A, 8.98, 716, A
ME803, PROJECT WORK, 12, 12, S, 10, 4538, S+
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 9.17, 3238, S
AR604, ESTIMATION & COSTING, 3, 3, S, 9.95, 1228, S
ECPE11, MICRO ELECTRO MECHANICAL SYSTEMS, 4, 4, C, 7, 4227, B
EC45, SIGNALS AND SYSTEMS, 4, 4, A, 8.89, 1676, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, C, 7.09, 2620, B
ME601L, MACHINE DESIGN  LABORATORY, 1, 1, A, 8.06, 755, A
ME604, PROFESSIONAL ETHICS, 2, 2, S, 10, 796, S+
MLL608, MEDICAL IMAGE PROCESSING LAB, 1, 1, S, 9.21, 1109, S
IS442, DATA COMMUNICATION, 4, 4, B, 8, 1436, A
BT804, PROJECT WORK, 14, 14, S, 9.11, 4738, S
IS511, DATA COMMUNICATION, 4, 4, A, 9.93, 98, S
EC601, DIGITAL COMMUNICATION, 4, 4, E, 4.36, 477, E
PHY201, ENGINEERING PHYSICS, 4, 4, A, 9, 3434, S
MEPE18, SMART MATERIALS, 3, 3, A, 8.13, 4572, A
ME803, PROJECT WORK, 12, 12, S, 9.98, 4441, S
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 10, 2951, S+
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S, 10, 3560, S+
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 8.03, 1407, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2831, F
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, S, 9.39, 1353, S
TC602, COMPUTER COMMUNICATION NETWORKS, 4, 4, A, 8.07, 897, A
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, A, 9.33, 808, S
CV801, EXTENSIVE SURVEY PROJECT, 4, 4, S, 10, 4261, S+
AR206, SURVEYING & LEVELING, 2, 2, A, 9, 3680, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, A, 9, 2822, S
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, S, 9.03, 3247, S
EC802, EMBEDDED SYSTEM DESIGN, 4, 4, A, 9, 4145, S
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 9.64, 2800, S
ME44, KINEMATICS OF MACHINES, 4, 0, X, 0, 1937, F
EC601, DIGITAL COMMUNICATION, 4, 4, C, 7, 450, B
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2761, F
AR605, ARCHITECTURAL STRUCTURES VI, 3, 3, A, 8.24, 1197, A
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, B, 7.43, 3269, B
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 9.68, 2550, S
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, S, 10, 19, S+
EI601, ADVANCED EMBEDDED CONTROLLERS, 4, 4, D, 5.88, 1163, D
IS631L, SYSTEM SOFTWARE  LAB, 1, 1, S, 10, 362, S+
ME45, FLUID MECHANICS, 4, 4, A, 9, 1900, S
EC602L, VLSI LAB, 1, 1, A, 9, 521, S
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, C, 7, 2786, B
IS811, PROJECT WORK, 19, 19, S, 10, 3931, S+
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2589, F
MEL203, WORKSHOP PRACTICE, 2, 2, S, 9.07, 3565, S
IM801, TOTAL QUALITY MANAGEMENT, 3, 3, B, 8, 4074, A
MLPE16, CORE JAVA, 3, 3, A, 9, 1143, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, C, 7, 3286, B
EI601, ADVANCED EMBEDDED CONTROLLERS, 0, 0, W, 0, 4026, F
MEPE12, RAPID PROTOTYPING, 3, 3, A, 9.69, 826, S
PHY201, ENGINEERING PHYSICS, 4, 4, A, 9.55, 3503, S
CSL1561, UNIX SYSTEMS PROGRAMMING LABORATORY, 2, 2, A, 9.58, 169, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, S+, 0, 2872, F
ME803, PROJECT WORK, 12, 12, A, 9.79, 4459, S
EC44, MICROPROCESSORS, 4, 4, A, 9, 1743, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 9.87, 2572, S
EC201, BASIC ELECTRONICS, 4, 4, C, 6.93, 2685, C
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, A, 8.54, 3371, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 9.03, 2549, S
CVPE841, DESIGN OF EARTHQUAKE RESISTANT STRUCTURES, 4, 4, A, 8.99, 4306, A
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, C, 6.15, 3275, C
MLL610, MINI PROJECT, 4, 4, B, 8.47, 1110, A
IS624, JAVA AND J2EE, 4, 4, A, 8.85, 319, A
IS512, MICROPROCESSORS, 4, 4, B, 7.52, 44, B
ME43, APPLIED THERMODYNAMICS, 4, 4, C, 7, 1950, B
AR802, DISSERTATION, 2, 2, A, 9.79, 4928, S
BTMAT41, BIOSTATISTICS AND BIOMODELING, 4, 4, B, 8.98, 2219, A
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, C, 7, 3161, B
IS624, JAVA AND J2EE, 4, 4, C, 7.88, 287, B
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 0, NE, 0, 1798, F
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, B, 7.81, 1370, B
TCL607, COMPUTER COMMUNICATION NETWORKS  LAB, 1, 1, A, 8.37, 906, A
ECL48, MICROPROCESSOR LAB, 1, 1, C, 7, 1636, B
CV41, STRUCTURAL ANALYSIS - I, 4, 4, A, 8.39, 1777, A
EEL47, MICROCONTROLLERS: PROGRAMMING & INTERFACING LAB., 1, 1, B, 8, 2255, A
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, C, 7.19, 2981, B
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, C, 7, 2878, B
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2610, F
CV608L, ENVIRONMENTAL ENGINEERING LABORATORY, 2, 2, S, 10, 607, S+
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 9, 3519, S
ME44, KINEMATICS OF MACHINES, 4, 4, D, 5.42, 1920, D
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2884, F
BT801, BIOETHICS AND BIOSAFETY, 3, 3, S, 10, 4733, S+
ME44, KINEMATICS OF MACHINES, 4, 4, B, 7.87, 2031, B
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 2593, S+
EC801, OPTICAL FIBER COMMUNICATION, 3, 3, A, 9, 4172, S
IMSC462, MECHATRONICS, 3, 3, A, 9, 1592, S
BT43, BIOCHEMICAL THERMODYNAMICS, 4, 0, X, 0, 2205, F
AR401, ARCHITECTURAL DESIGN III, 7, 7, B, 8, 2449, A
CHL48, MECHANICAL OPERATIONS LABORATORY, 1, 1, A, 8.73, 2178, A
CHY201, ENGINEERING CHEMISTRY, 4, 4, C, 6.52, 2706, C
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 3633, F
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 0, F, 0, 371, F
EE45, ELECTRICAL MACHINES - II, 4, 0, X, 0, 2262, F
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9, 2053, S
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, A, 9.38, 4718, S
PHY201, ENGINEERING PHYSICS, 4, 4, B, 7.38, 2976, B
AR803, IPR & ETHICS, 1, 1, S, 10, 4905, S+
ECPE10, LINEAR ALGEBRA, 4, 4, A, 9.41, 447, S
CH45, CHEMICAL REACTION ENGINEERING-I, 4, 4, C, 7, 2173, B
EC201, BASIC ELECTRONICS, 4, 4, S, 10, 3633, S+
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, A, 9.18, 1544, S
EE43, SIGNALS & SYSTEMS, 4, 4, C, 7.69, 2273, B
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, B, 7.44, 2818, B
CH44, PROCESS HEAT TRANSFER, 4, 4, A, 8.63, 2155, A
IS82E1, DATA SCIENCE, 4, 4, A, 8.66, 3977, A
IT927, STATISTICAL PROCESS CONTROL, 4, 4, A, 9, 4030, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 3594, S+
ME803, PROJECT WORK, 12, 12, S, 10, 4555, S+
ME602, MANUFACTURING PROCESS - III, 3, 3, A, 9.46, 801, S
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 4, B, 8.42, 611, A
EEPE43, HIGH VOLTAGE ENGINEERING, 3, 3, D, 5.12, 1071, D
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, B, 7.48, 3429, B
ME44, KINEMATICS OF MACHINES, 4, 4, A, 9, 1981, S
